  		0
 ahdistavaksi	ahdista-va-ksi 	3
 aikoina	aiko-i-na 	3
 aikojen	aiko-j-en 	3
 ajateltua	ajatel-tu-a 	3
 ajattelevat	ajattele-va-t 	3
 aktivoituneet	aktivoitu-nee-t 	3
 alapuolelle	ala-puole-lle 	3
 aluevaaleissa	aluevaale-i-ssa 	3
 alustoilla	alusto-i-lla 	3
 ampumistapaus	ampu-mi-stapaus 	3
 analysoimassa	analysoi-ma-ssa 	3
 analysoituna	analysoi-tu-na 	3
 antavaa	anta-va-a 	3
 arvoja	arvo-j-a 	3
 arvokkaimmaksi	arvokka-imma-ksi 	3
 asioiden	asioid-e-n 	3
 asioita	asio-i-ta 	3
 asuntolainaa	asunto-laina-a 	3
 äyräiden	äyrä-i-den 	3
 budjettivaliokunnassa	budjettivalio-kunna-ssa 	3
 dollareihin	dollare-i-hin 	3
 edellisistä	edellis-i-stä 	3
 eduskunnan	edus-kunna-n 	3
 eduskunnassa	edus-kunna-ssa 	3
 eduskuntaan	edus-kunta-an 	3
 eduskuntavaalimenestyksensä	edus-kuntavaalimenestykse-nsä 	3
 elinkeinoministerinä	elin-keinoministeri-nä 	3
 elokuussa	elo-kuu-ssa 	3
 energiavaliokunnassa	energiavalio-kunna-ssa 	3
 ennakkoäänten	ennakko-ään-ten 	3
 ensin	ens-i-n 	3
 epäillystä	epäil-ly-stä 	3
 epämuodollista	epä-muodollis-ta 	3
 epäuskoisena	epä-uskoise-na 	3
 eroavat	eroa-va-t 	3
 esimerkiksi	esi-merki-ksi 	3
 estämään	estä-mä-än 	3
 EU-eron	EU-ero-n 	3
 euroihin	euro-i-hin 	3
 europarlamentaarikkoa	euro-parlamentaarikko-a 	3
 europarlamentaarikoksi	euro-parlamentaariko-ksi 	3
 europarlamentin	euro-parlamenti-n 	3
 europarlamentissa	euro-parlamenti-ssa 	3
 europarlamentista	euro-parlamenti-sta 	3
 europarlamenttiin	euro-parlamentti-in 	3
 europarlamenttipaikkaa	euro-parlamenttipaikka-a 	3
 eurovaaleissa	eurovaale-i-ssa 	3
 eurovaaleja	eurovaale-j-a 	3
 gallupeihin	gallupe-i-hin 	3
 gallupeissa	gallupe-i-ssa 	3
 haastatteluiden	haastattelu-i-den 	3
 hahmoihin	hahmo-i-hin 	3
 hallinneet	hallin-nee-t 	3
 hallituksissa	hallituks-i-ssa 	3
 hallituskaudella	hallitus-kaude-lla 	3
 haluavat	halua-va-t 	3
 heinäkuun	heinä-kuu-n 	3
 heistä	he-i-stä 	3
 heräämisensä	herää-mise-nsä 	3
 herättäneet	herättä-nee-t 	3
 hinnoiteltuna	hinnoitel-tu-na 	3
 hyökättyä	hyökät-ty-ä 	3
 hyppyään	hyppy-ä-än 	3
 hyvillä	hyv-i-llä 	3
 ilmastotavoitteille	ilmastotavoitte-i-lle 	3
 iloisia	ilois-i-a 	3
 ilosta	ilo-s-ta 	3
 italialaisia	italialais-i-a 	3
 IT-huuman	IT-huuma-n 	3
 itkettiin	itket-ti-in 	3
 itselleen	itse-lle-en 	3
 jääneet	jää-nee-t 	3
 jalkojen	jalko-j-en 	3
 järjestäjien	järjestäj-i-en 	3
 jäseninä	jäsen-i-nä 	3
 jäsenistä	jäsen-i-stä 	3
 jatkossa	jatko-s-sa 	3
 jatkuivat	jatku-i-vat 	3
 jättämän	jättä-mä-n 	3
 jättämässä	jättä-mä-ssä 	3
 jättävänsä	jättä-vä-nsä 	3
 johtokunnan	johto-kunna-n 	3
 joissa	jo-i-ssa 	3
 joista	jo-i-sta 	3
 jonkinlaista	jonkin-lais-ta 	3
 joukkueenjohtajat	joukkuee-njohtaja-t 	3
 julkaistua	julkais-tu-a 	3
 julkaisuja	julkaisu-j-a 	3
 kaikkien	kaikk-i-en 	3
 kannatushuipussaan	kannatushuipu-ssa-an 	3
 kannatusmittauksissa	kannatusmittauks-i-ssa 	3
 kansanedustajana	kansan-edustaja-na 	3
 kansanedustajan	kansan-edustaja-n 	3
 kansanliikkeen	kansan-liikkee-n 	3
 kansanryhmää	kansa-nryhmä-ä 	3
 kansanterveyden	kansan-terveyde-n 	3
 käsiteltiin	käsitel-ti-in 	3
 käsittelevän	käsittele-vä-n 	3
 kaudellaan	kaude-lla-an 	3
 kaudelleen	kaude-lle-en 	3
 kaupunginvaltuuston	kaupungin-valtuusto-n 	3
 kaupunginvaltuustossa	kaupungin-valtuusto-ssa 	3
 kävivät	käv-i-vät 	3
 käynnistyvät	käynnisty-vä-t 	3
 käytiin	käy-ti-in 	3
 kehittämisen	kehittä-mise-n 	3
 kehittämisestä	kehittä-mise-stä 	3
 keräämää	kerää-mä-ä 	3
 keräsivät	keräs-i-vät 	3
 kertoivat	kerto-i-vat 	3
 kertovat	kerto-va-t 	3
 kesäkuun	kesä-kuu-n 	3
 keskuspankin	keskus-panki-n 	3
 kiihottamisesta	kiihotta-mise-sta 	3
 kiinnostavimmat	kiinnostav-imma-t 	3
 kilpailukyvystä	kilpailu-kyvy-stä 	3
 kisojen	kiso-j-en 	3
 kohdistuvaa	kohdistu-va-a 	3
 kokopitkän	koko-pitkä-n 	3
 kolmiloikan	kolmi-loika-n 	3
 korkeammalla	korkea-mma-lla 	3
 korkojen	korko-j-en 	3
 korkoliikkeillä	korkoliikke-i-llä 	3
 koronlaskuodotukset	koro-nlaskuodotukse-t 	3
 korostuivat	korostu-i-vat 	3
 korruptoituneeksi	korruptoitu-nee-ksi 	3
 kortein	korte-i-n 	3
 kovemmat	kove-mma-t 	3
 kovia	kov-i-a 	3
 koviksi	kov-i-ksi 	3
 kuukauden	kuu-kaude-n 	3
 kuvailevat	kuvaile-va-t 	3
 kymmenesosalla	kymmenes-osa-lla 	3
 kymmenkertaisena	kymmen-kertaise-na 	3
 kysymyksiä	kysymyks-i-ä 	3
 kysymyksissä	kysymyks-i-ssä 	3
 läheisiksi	läheis-i-ksi 	3
 lähettämään	lähettä-mä-än 	3
 lähtevät	lähte-vä-t 	3
 lainsäädäntötyötä	lain-säädäntötyö-tä 	3
 laskevan	laske-va-n 	3
 laskevansa	laske-va-nsa 	3
 leikkaamiselle	leikkaa-mise-lle 	3
 leikkauksista	leikkauks-i-sta 	3
 liikenneministerinä	liikenne-ministeri-nä 	3
 liittymisestä	liitty-mise-stä 	3
 liittyvästä	liitty-vä-stä 	3
 liittyvät	liitty-vä-t 	3
 linjaeroja	linjaero-j-a 	3
 lisäpöytäkirjassa	lisäpöytä-kirja-ssa 	3
 loistivat	loist-i-vat 	3
 lomia	lom-i-a 	3
 loppuviikosta	loppu-viiko-sta 	3
 loppuvuodesta	loppu-vuode-sta 	3
 loukkaamisesta	loukkaa-mise-sta 	3
 löydettävissä	löydettäv-i-ssä 	3
 luottivat	luott-i-vat 	3
 lyhyiden	lyhy-i-den 	3
 maahanmuutosta	maahan-muuto-sta 	3
 maajoukkueen	maa-joukkuee-n 	3
 maaliskuun	maalis-kuu-n 	3
 maanmiehensä	maan-miehe-nsä 	3
 maaseudun	maa-seudu-n 	3
 maatalouden	maa-taloude-n 	3
 markkinoiden	markkinoid-e-n 	3
 markkinoilla	markkino-i-lla 	3
 marraskuun	marras-kuu-n 	3
 matkailuvaliokunnassa	matkailuvalio-kunna-ssa 	3
 menettämänsä	menettä-mä-nsä 	3
 menettivät	menett-i-vät 	3
 menikö	men-i-kö 	3
 menimme	men-i-mme 	3
 menossa	meno-s-sa 	3
 merkkejä	merkke-j-ä 	3
 miehiä	mieh-i-ä 	3
 mielessään	miele-ssä-än 	3
 mielikuvan	mieli-kuva-n 	3
 ministeripäiviä	ministeripäiv-i-ä 	3
 mittalaiteongelmien	mittalaiteongelm-i-en 	3
 molemmille	molemm-i-lle 	3
 muiden	mu-i-den 	3
 muilla	mu-i-lla 	3
 mukavampaa	mukava-mpa-a 	3
 muutkin	muu-t-kin 	3
 myönnetyn	myönnet-y-n 	3
 nähtiin	näh-ti-in 	3
 näiden	nä-i-den 	3
 naisia	nais-i-a 	3
 näitä	nä-i-tä 	3
 niille	ni-i-lle 	3
 noista	no-i-sta 	3
 nousseen	nous-see-n 	3
 nousseet	nous-see-t 	3
 odottamaan	odotta-ma-an 	3
 ohjauskorkoa	ohjaus-korko-a 	3
 oikeistohallituksen	oikeisto-hallitukse-n 	3
 oikeistolaisemmaksi	oikeistolaise-mma-ksi 	3
 oikeuksien	oikeuks-i-en 	3
 oikeusministerinä	oikeus-ministeri-nä 	3
 olankohautuksella	olan-kohautukse-lla 	3
 oliko	ol-i-ko 	3
 olimme	ol-i-mme 	3
 olisin	ol-isi-n 	3
 olisivat	ol-isi-vat 	3
 olivat	ol-i-vat 	3
 ollessa	oll-e-ssa 	3
 omistajia	omistaj-i-a 	3
 omistamaan	omista-ma-an 	3
 omistavan	omista-va-n 	3
 onnellisia	onnellis-i-a 	3
 opetusministerinä	opetus-ministeri-nä 	3
 opetusministerin	opetus-ministeri-n 	3
 oppivat	oppi-va-t 	3
 osakekursseilla	osakekursse-i-lla 	3
 osakkeiden	osakke-i-den 	3
 osakkeissa	osakke-i-ssa 	3
 osakkeita	osakke-i-ta 	3
 osia	os-i-a 	3
 osiin	os-i-in 	3
 osoittavat	osoitta-va-t 	3
 pääesikunnan	pää-esikunna-n 	3
 päämajan	pää-maja-n 	3
 päänvaivaa	pään-vaiva-a 	3
 pääsemässä	pääse-mä-ssä 	3
 pääsevät	pääse-vä-t 	3
 pääsisin	pääs-isi-n 	3
 päästöjen	päästö-j-en 	3
 päättelivät	päättel-i-vät 	3
 päättivät	päätt-i-vät 	3
 päätyivät	pääty-i-vät 	3
 paikkamääräänsä	paikkamäärä-ä-nsä 	3
 pärjäävät	pärjää-vä-t 	3
 perussuomalaisille	perussuomalais-i-lle 	3
 pidemmälle	pide-mmä-lle 	3
 pienempiin	piene-mpi-in 	3
 piirilevyjä	piirilevy-j-ä 	3
 pikavoitosta	pika-voito-sta 	3
 pitäisikö	pitä-isi-kö 	3
 pörssilistan	pörssi-lista-n 	3
 pöytäkirjasta	pöytä-kirja-sta 	3
 presidentinvaalit	presidentin-vaali-t 	3
 presidenttiehdokkaan	presidentti-ehdokkaa-n 	3
 prosenttiyksikköä	prosentti-yksikkö-ä 	3
 puheenjohtajaksi	puheen-johtaja-ksi 	3
 puheenjohtajana	puheen-johtaja-na 	3
 puheenjohtajan	puheen-johtaja-n 	3
 puheenjohtajuudelle	puheen-johtajuude-lle 	3
 puheenjohtajuudesta	puheen-johtajuude-sta 	3
 punavihreään	puna-vihreä-än 	3
 punavihreän	puna-vihreä-n 	3
 puolueellisuusspekulaatioita	puolueellisuusspekulaatio-i-ta 	3
 puolueiden	puolue-i-den 	3
 puolueille	puolue-i-lle 	3
 puolueissa	puolue-i-ssa 	3
 puoluekannalla	puolue-kanna-lla 	3
 puoluekokouksessa	puolue-kokoukse-ssa 	3
 puolueuskollisuutta	puolue-uskollisuut-ta 	3
 puolustusvaliokunnan	puolustusvalio-kunna-n 	3
 rahapolitiikkaan	raha-politiikka-an 	3
 rakensivat	rakens-i-vat 	3
 riehakkaiksi	riehakka-i-ksi 	3
 rikastuneensa	rikastu-nee-nsa 	3
 rivien	riv-i-en 	3
 runoharrastuksestaan	runoharrastukse-sta-an 	3
 ruotsalaismedian	ruotsalai-smedia-n 	3
 saadun	saa-du-n 	3
 saaneeseen	saa-nee-seen 	3
 saikin	sa-i-kin 	3
 säilyttivät	säilytt-i-vät 	3
 satoihin	sato-i-hin 	3
 siirtyneen	siirty-nee-n 	3
 sijoittajista	sijoittaj-i-sta 	3
 silloin	sillo-i-n 	3
 silmäpusseista	silmäpusse-i-sta 	3
 silmissä	silm-i-ssä 	3
 sisäministerinä	sisä-ministeri-nä 	3
 sokeita	soke-i-ta 	3
 sosiaalipolitiikan	sosiaali-politiika-n 	3
 splittauksia	splittauks-i-a 	3
 suhteutettuna	suhteutet-tu-na 	3
 sukupuolten	suku-puol-ten 	3
 sulaneet	sula-nee-t 	3
 suupielet	suu-piele-t 	3
 suurimman	suur-imma-n 	3
 syitä	sy-i-tä 	3
 syytöksiksi	syytöks-i-ksi 	3
 syytteitä	syytte-i-tä 	3
 tahtovat	tahto-va-t 	3
 talletuskorkoa	talletus-korko-a 	3
 taloudenhoitajana	talouden-hoitaja-na 	3
 talouspolitiikassa	talous-politiika-ssa 	3
 talouspolitiikkaan	talous-politiikka-an 	3
 tämänkertaiset	tämän-kertaise-t 	3
 tarjoavan	tarjoa-va-n 	3
 tärkeiksi	tärke-i-ksi 	3
 tärkeintä	tärke-in-tä 	3
 tarkoitetulla	tarkoitet-u-lla 	3
 tarkoitetut	tarkoitet-u-t 	3
 tasa-arvon	tasa-arvo-n 	3
 tehtäväkseen	tehtävä-kse-en 	3
 tehtävätkin	tehtävä-t-kin 	3
 tehtäviä	tehtäv-i-ä 	3
 tehtäville	tehtäv-i-lle 	3
 tehtävistä	tehtäv-i-stä 	3
 tekemään	teke-mä-än 	3
 tekoälybuumia	teko-älybuumi-a 	3
 tekoälyn	teko-äly-n 	3
 tekoälyyn	teko-äly-yn 	3
 teollisuuspolitiikkaan	teollisuus-politiikka-an 	3
 terveysvaliokunnan	terveysvalio-kunna-n 	3
 tietoja	tieto-j-a 	3
 tietokoneen	tieto-konee-n 	3
 tietynlaista	tietyn-lais-ta 	3
 tilanneet	tilan-nee-t 	3
 tiukempaa	tiuke-mpa-a 	3
 todellisiksi	todellis-i-ksi 	3
 todennäköisenä	toden-näköise-nä 	3
 töihin	tö-i-hin 	3
 toimiiko	toimi-i-ko 	3
 toiminnanjohtajana	toiminnan-johtaja-na 	3
 toimittajia	toimittaj-i-a 	3
 totesivat	totes-i-vat 	3
 toukokuun	touko-kuu-n 	3
 tuhansiin	tuhans-i-in 	3
 tulevaisuusvaliokunnan	tulevaisuusvalio-kunna-n 	3
 tulevissa	tulev-i-ssa 	3
 tulleet	tul-lee-t 	3
 tuntemaan	tunte-ma-an 	3
 turvallisuuspoliittista	turvallisuus-poliittis-ta 	3
 turvallisuusteemoilla	turvallisuusteemo-i-lla 	3
 tutkijallekin	tutkija-lle-kin 	3
 tutkijanuraa	tutkijan-ura-a 	3
 ulkoministeriksi	ulko-ministeri-ksi 	3
 useiden	use-i-den 	3
 uskalletaanko	uskalle-taan-ko 	3
 uudistamiselle	uudista-mise-lle 	3
 uurnille	uurn-i-lle 	3
 vaaleissa	vaale-i-ssa 	3
 vaaleista	vaale-i-sta 	3
 vaalien	vaali-e-n 	3
 vaaligallupien	vaaligallup-i-en 	3
 vaalikaudella	vaali-kaude-lla 	3
 vaalipiirin	vaali-piiri-n 	3
 vaalipiiristä	vaali-piiri-stä 	3
 vaalitulosten	vaali-tulos-ten 	3
 vaalivalvojaisissa	vaalivalvojais-i-ssa 	3
 vaativissa	vaativ-i-ssa 	3
 vähäisiä	vähäis-i-ä 	3
 vahvuuksia	vahvuuks-i-a 	3
 vaihtoehtona	vaihto-ehto-na 	3
 vaikutusvaltaisin	vaikutus-valtais-in 	3
 väitteitä	väitte-i-tä 	3
 vakavailmeistä	vakava-ilmeis-tä 	3
 valiokunnan	valio-kunna-n 	3
 valiokunnassa	valio-kunna-ssa 	3
 vallankumousta	vallan-kumous-ta 	3
 valmistavia	valmistav-i-a 	3
 valtiovarainministeri	valtio-varain-ministeri 	3
 varapuheenjohtaja	vara-puheen-johtaja 	3
 varaslähdön	varas-lähdö-n 	3
 vastauksissa	vastauks-i-ssa 	3
 vauhdittamana	vauhditta-ma-na 	3
 verkostoitumista	verkostoitu-mis-ta 	3
 viestejä	vieste-j-ä 	3
 viestinnästään	viestinnä-stä-än 	3
 viestivät	viesti-vä-t 	3
 vihreiden	vihre-i-den 	3
 vihreissä	vihre-i-ssä 	3
 viitekorkona	viite-korko-na 	3
 vuosina	vuos-i-na 	3
 vuosista	vuos-i-sta 	3
 vyöryivät	vyöry-i-vät 	3
 ydinvoimaluvan	ydin-voimaluva-n 	3
 yksikköhinnan	yksikkö-hinna-n 	3
 yksityiselämästä	yksityis-elämä-stä 	3
 yläpuolelle	ylä-puole-lle 	3
 ylilyönnin	yli-lyönni-n 	3
 yllätystulokselle	yllätys-tulokse-lle 	3
 ympäristöministerinä	ympäristö-ministeri-nä 	3
 ympäristöpolitiikkaa	ympäristö-politiikka-a 	3
 40-vuotiaiden	40-vuotia-i-den 	4
 äänestäessään	äänestä-e-ssä-än 	4
 äänestettäessä	äänestet-tä-e-ssä 	4
 arkaluonteisia	arka-luonteis-i-a 	4
 asuntokunnista	asunto-kunn-i-sta 	4
 eduskuntaryhmän	edus-kunta-ryhmä-n 	4
 eduskuntaryhmänsä	edus-kunta-ryhmä-nsä 	4
 eduskuntatyön	edus-kunta-työ-n 	4
 eduskuntatyöstä	edus-kunta-työ-stä 	4
 eduskuntavaaleissa	edus-kuntavaale-i-ssa 	4
 elintarvikkeiden	elin-tarvikke-i-den 	4
 ennallistamissääntelylle	ennallista-mi-ssääntely-lle 	4
 esitutkintapöytäkirjat	esi-tutkintapöytä-kirja-t 	4
 EU-asioista	EU-asio-i-sta 	4
 EU-asioita	EU-asio-i-ta 	4
 europarlamenttiuraansa	euro-parlamenttiura-a-nsa 	4
 europarlamenttivaaleissa	euro-parlamenttivaale-i-ssa 	4
 EU-vaaleissa	EU-vaale-i-ssa 	4
 EU-vaalien	EU-vaal-i-en 	4
 haikailevia	haikaile-v-i-a 	4
 havaittavissa	havait-tav-i-ssa 	4
 jäädäkseen	jääd-ä-kse-en 	4
 jääneissä	jää-ne-i-ssä 	4
 kansanedustajuuttaan	kansa-nedustajuut-ta-an 	4
 keräämällään	kerää-mä-llä-än 	4
 lakivaliokunnan	laki-valio-kunna-n 	4
 liikepankkien	liike-pankk-i-en 	4
 liittyviä	liitty-v-i-ä 	4
 liittyvissä	liitty-v-i-ssä 	4
 lisätutkintapöytäkirjasta	lisätutkinta-pöytä-kirja-sta 	4
 näkyvimpiin	näkyv-imp-i-in 	4
 presidentinvaaleissa	presidentin-vaale-i-ssa 	4
 punavihreistä	puna-vihre-i-stä 	4
 raha-asioiden	raha-asio-i-den 	4
 reilummin	reilu-mm-i-n 	4
 rohkeammin	rohkea-mm-i-n 	4
 saavutettavissa	saavutet-tav-i-ssa 	4
 salattaviksi	salat-tav-i-ksi 	4
 silmiään	silm-i-ä-än 	4
 suomalaisäänestäjistä	suomalai-säänestäj-i-stä 	4
 suunnitelmiaan	suunnitelm-i-a-an 	4
 tekoälysiruilla	teko-älysiru-i-lla 	4
 tilintarkastustuomioistuimeen	tilin-tarkastustuomio-istuime-en 	4
 toisilleen	tois-i-lle-en 	4
 toisistaan	tois-i-sta-an 	4
 tuettuja	tuet-tu-j-a 	4
 tulevaisuudennäkymistä	tulevaisuuden-näkym-i-stä 	4
 uhkakuvia	uhka-kuv-i-a 	4
 useammin	usea-mm-i-n 	4
 vaalitenteissä	vaali-tente-i-ssä 	4
 vaaliuurnilta	vaali-uurn-i-lta 	4
 vaikutusvaltaisimmaksi	vaikutus-valtais-imma-ksi 	4
 vaikutusvaltaisimman	vaikutus-valtais-imma-n 	4
 valiokuntajäsenyyksiä	valio-kuntajäsenyyks-i-ä 	4
 vanhempainvapaalle	vanhempa-i-nvapaa-lle 	4
 varapuheenjohtajana	vara-puheen-johtaja-na 	4
 vastaääniä	vasta-ään-i-ä 	4
 ohjauskorkojaan	ohjaus-korko-j-a-an 	5
 perustuslakivaliokunnan	perustus-laki-valio-kunna-n 	5
 ulkoasiainvaliokunnan	ulko-asiain-valio-kunna-n 	5
